0.43914,0.14795,0,0.07508,0.62684,1.165,0.51462
0.51462,0.43914,0.14795,0.35161,0.07508,0.62684,0.43912
0.43912,0.51462,0.43914,-0.69651,0.35161,0.07508,0.2697
0.2697,0.43912,0.51462,1.6961,-0.69651,0.35161,0.24005
0.24005,0.2697,0.43912,0.05906,1.6961,-0.69651,0.48807
0.48807,0.24005,0.2697,1.7971,0.05906,1.6961,0.66013
0.66013,0.48807,0.24005,0.26407,1.7971,0.05906,0.87423
0.87423,0.66013,0.48807,0.87167,0.26407,1.7971,0.84258
0.84258,0.87423,0.66013,-1.4462,0.87167,0.26407,0.56629
0.56629,0.84258,0.87423,-0.70117,-1.4462,0.87167,-0.017407
-0.017407,0.56629,0.84258,1.246,-0.70117,-1.4462,-0.13123
-0.13123,-0.017407,0.56629,-0.63898,1.246,-0.70117,0.042675
0.042675,-0.13123,-0.017407,0.57735,-0.63898,1.246,0.038262
0.038262,0.042675,-0.13123,-0.36003,0.57735,-0.63898,0.078374
0.078374,0.038262,0.042675,-0.13558,-0.36003,0.57735,-0.014302
-0.014302,0.078374,0.038262,-1.3493,-0.13558,-0.36003,-0.23358
-0.23358,-0.014302,0.078374,-1.2704,-1.3493,-0.13558,-0.6319
-0.6319,-0.23358,-0.014302,0.98457,-1.2704,-1.3493,-0.66322
-0.66322,-0.6319,-0.23358,-0.044881,0.98457,-1.2704,-0.29823
-0.29823,-0.66322,-0.6319,-0.79894,-0.044881,0.98457,-0.22469
-0.22469,-0.29823,-0.66322,-0.76517,-0.79894,-0.044881,-0.39962
-0.39962,-0.22469,-0.29823,0.86173,-0.76517,-0.79894,-0.36811
-0.36811,-0.39962,-0.22469,-0.056225,0.86173,-0.76517,-0.099999
-0.099999,-0.36811,-0.39962,0.51348,-0.056225,0.86173,0.054546
0.054546,-0.099999,-0.36811,0.39668,0.51348,-0.056225,0.21484
0.21484,0.054546,-0.099999,0.75622,0.39668,0.51348,0.36201
0.36201,0.21484,0.054546,0.40049,0.75622,0.39668,0.48419
0.48419,0.36201,0.21484,-1.3414,0.40049,0.75622,0.28016
0.28016,0.48419,0.36201,0.37504,-1.3414,0.40049,-0.05493
-0.05493,0.28016,0.48419,1.1252,0.37504,-1.3414,0.088195
0.088195,-0.05493,0.28016,0.72864,1.1252,0.37504,0.41339
0.41339,0.088195,-0.05493,-2.3775,0.72864,1.1252,0.21147
0.21147,0.41339,0.088195,-0.27378,-2.3775,0.72864,-0.38316
-0.38316,0.21147,0.41339,-0.32294,-0.27378,-2.3775,-0.52148
-0.52148,-0.38316,0.21147,0.31799,-0.32294,-0.27378,-0.40922
-0.40922,-0.52148,-0.38316,-0.51117,0.31799,-0.32294,-0.26801
-0.26801,-0.40922,-0.52148,-0.0020413,-0.51117,0.31799,-0.2529
-0.2529,-0.26801,-0.40922,1.6065,-0.0020413,-0.51117,0.019858
0.019858,-0.2529,-0.26801,0.84765,1.6065,-0.0020413,0.48927
0.48927,0.019858,-0.2529,0.2681,0.84765,1.6065,0.65938
0.65938,0.48927,0.019858,-0.92349,0.2681,0.84765,0.43595
0.43595,0.65938,0.48927,-0.070499,-0.92349,0.2681,0.070864
0.070864,0.43595,0.65938,0.14789,-0.070499,-0.92349,-0.033583
-0.033583,0.070864,0.43595,-0.55709,0.14789,-0.070499,-0.08261
-0.08261,-0.033583,0.070864,-0.33671,-0.55709,0.14789,-0.21425
-0.21425,-0.08261,-0.033583,0.41523,-0.33671,-0.55709,-0.19767
-0.19767,-0.21425,-0.08261,1.5578,0.41523,-0.33671,0.14056
0.14056,-0.19767,-0.21425,-2.4443,1.5578,0.41523,0.16645
0.16645,0.14056,-0.19767,-1.0982,-2.4443,1.5578,-0.47096
-0.47096,0.16645,0.14056,1.1226,-1.0982,-2.4443,-0.5724
-0.5724,-0.47096,0.16645,0.58167,1.1226,-1.0982,-0.13662
-0.13662,-0.5724,-0.47096,-0.27135,0.58167,1.1226,0.094436
0.094436,-0.13662,-0.5724,0.41419,-0.27135,0.58167,0.11678
0.11678,0.094436,-0.13662,-0.97781,0.41419,-0.27135,0.03376
0.03376,0.11678,0.094436,-1.0215,-0.97781,0.41419,-0.30638
-0.30638,0.03376,0.11678,0.31769,-1.0215,-0.97781,-0.45685
-0.45685,-0.30638,0.03376,1.5161,0.31769,-1.0215,-0.10708
-0.10708,-0.45685,-0.30638,0.74943,1.5161,0.31769,0.39499
0.39499,-0.10708,-0.45685,-0.5077,0.74943,1.5161,0.48026
0.48026,0.39499,-0.10708,0.8853,-0.5077,0.74943,0.3708
0.3708,0.48026,0.39499,-0.24809,0.8853,-0.5077,0.36545
0.36545,0.3708,0.48026,-0.72625,-0.24809,0.8853,0.12962
0.12962,0.36545,0.3708,-0.44504,-0.72625,-0.24809,-0.16018
-0.16018,0.12962,0.36545,-0.61291,-0.44504,-0.72625,-0.34442
-0.34442,-0.16018,0.12962,-0.20914,-0.61291,-0.44504,-0.42635
-0.42635,-0.34442,-0.16018,0.56215,-0.20914,-0.61291,-0.29038
-0.29038,-0.42635,-0.34442,-1.0639,0.56215,-0.20914,-0.20225
-0.20225,-0.29038,-0.42635,0.35159,-1.0639,0.56215,-0.27664
-0.27664,-0.20225,-0.29038,1.133,0.35159,-1.0639,-0.015379
-0.015379,-0.27664,-0.20225,0.14999,1.133,0.35159,0.28936
0.28936,-0.015379,-0.27664,0.70314,0.14999,1.133,0.39821
0.39821,0.28936,-0.015379,-0.052412,0.70314,0.14999,0.42716
0.42716,0.39821,0.28936,2.0185,-0.052412,0.70314,0.55969
0.55969,0.42716,0.39821,0.92416,2.0185,-0.052412,0.92438
0.92438,0.55969,0.42716,-1.8141,0.92416,2.0185,0.70003
0.70003,0.92438,0.55969,0.034973,-1.8141,0.92416,0.10334
0.10334,0.70003,0.92438,-1.8079,0.034973,-1.8141,-0.30213
-0.30213,0.10334,0.70003,1.0282,-1.8079,0.034973,-0.50444
-0.50444,-0.30213,0.10334,0.3946,1.0282,-1.8079,-0.16791
-0.16791,-0.50444,-0.30213,0.63941,0.3946,1.0282,0.13137
0.13137,-0.16791,-0.50444,0.87421,0.63941,0.3946,0.39004
0.39004,0.13137,-0.16791,1.7524,0.87421,0.63941,0.72334
0.72334,0.39004,0.13137,-0.32005,1.7524,0.87421,0.88248
0.88248,0.72334,0.39004,-0.13741,-0.32005,1.7524,0.59224
0.59224,0.88248,0.72334,0.61577,-0.13741,-0.32005,0.39552
0.39552,0.59224,0.88248,0.97789,0.61577,-0.13741,0.48017
0.48017,0.39552,0.59224,-1.1153,0.97789,0.61577,0.41326
0.41326,0.48017,0.39552,-0.55002,-1.1153,0.97789,0.0029426
0.0029426,0.41326,0.48017,0.039885,-0.55002,-1.1153,-0.20262
-0.20262,0.0029426,0.41326,-2.4828,0.039885,-0.55002,-0.49421
-0.49421,-0.20262,0.0029426,1.1587,-2.4828,0.039885,-0.73476
-0.73476,-0.49421,-0.20262,-1.0263,1.1587,-2.4828,-0.5046
-0.5046,-0.73476,-0.49421,1.1535,-1.0263,1.1587,-0.33241
-0.33241,-0.5046,-0.73476,-0.78646,1.1535,-1.0263,-0.092825
-0.092825,-0.33241,-0.5046,0.63481,-0.78646,1.1535,-0.069851
-0.069851,-0.092825,-0.33241,0.82041,0.63481,-0.78646,0.16631
0.16631,-0.069851,-0.092825,-0.17603,0.82041,0.63481,0.31186
0.31186,0.16631,-0.069851,0.56247,-0.17603,0.82041,0.29482
